CampaignDayW8,partyContactConW8No,partyContactConW8Yes,partyContactConW8Don't know,partyContactLabW8No,partyContactLabW8Yes,partyContactLabW8Don't know,partyContactLDW8No,partyContactLDW8Yes,partyContactLDW8Don't know,partyContactUKIPW8No,partyContactUKIPW8Yes,partyContactUKIPW8Don't know,partyContactGrnW8No,partyContactGrnW8Yes,partyContactGrnW8Don't know,partyContactOtherPartyW8No,partyContactOtherPartyW8Yes,partyContactOtherPartyW8Don't know,partyContactStrongerInW8No,partyContactStrongerInW8Yes,partyContactStrongerInW8Don't know,partyContactVoteLeaveW8No,partyContactVoteLeaveW8Yes,partyContactVoteLeaveW8Don't know,partyContactOthLeaveW8No,partyContactOthLeaveW8Yes,partyContactOthLeaveW8Don't know,partyContactOthRemainW8No,partyContactOthRemainW8Yes,partyContactOthRemainW8Don't know,partyContactNoneW8No,partyContactNoneW8Yes,partyContactNoneW8Don't know,partyContactDKW8No,partyContactDKW8Yes
24,0.5937851107017381,0.3482314449568252,0.05798344434143675,0.5164923955666365,0.4255241600919267,0.05798344434143675,0.8546600612749724,0.08735649438359086,0.05798344434143676,0.7658867951367397,0.17612976052182341,0.05798344434143675,0.8966239578500885,0.04539259780847474,0.05798344434143677,0.9420165556585632,0.0,0.05798344434143677,0.54678697255604,0.3952295831025232,0.05798344434143675,0.5219231311671659,0.4200934244913973,0.05798344434143675,0.8594683502516854,0.08254820540687789,0.05798344434143676,0.8739160938254834,0.06810046183307976,0.05798344434143676,0.9420165556585632,0.0,0.05798344434143677,0.9420165556585632,0.05798344434143677
25,0.7785731374144906,0.18459914232765162,0.03682772025785773,0.5851753816367062,0.37799689810543613,0.03682772025785773,0.8259261710593182,0.13724610868282408,0.036827720257857736,0.8476224821461673,0.11554979759597503,0.03682772025785773,0.9196665035918402,0.04350577615030208,0.036827720257857736,0.9597741009356173,0.0033981788065250633,0.03682772025785774,0.6309704414299032,0.3322018383122391,0.03682772025785773,0.5994526898991638,0.36371958984297853,0.03682772025785772,0.872790500303087,0.09038177943905529,0.036827720257857736,0.8380568140214042,0.1251154657207381,0.03682772025785773,0.9631722797421424,0.0,0.036827720257857736,0.9631722797421424,0.036827720257857736
26,0.7599664533768878,0.21274788907266776,0.027285657550444403,0.6023843288495071,0.3703300136000485,0.027285657550444407,0.8539370454295373,0.11877729702001838,0.027285657550444414,0.8259754432851056,0.14673889916445,0.027285657550444407,0.9257478667273267,0.04696647572222895,0.027285657550444407,0.9727143424495556,0.0,0.02728565755044441,0.7329103820020758,0.23980396044747973,0.027285657550444407,0.5821381650759512,0.39057617737360434,0.0272856575504444,0.8585328644310157,0.1141814780185398,0.02728565755044441,0.895163559493536,0.07755078295601962,0.02728565755044441,0.9727143424495556,0.0,0.02728565755044441,0.9727143424495556,0.02728565755044441
27,0.7513064038649024,0.19997647216928052,0.04871712396581697,0.4760793705987506,0.4752035054354325,0.048717123965816976,0.7969007958991166,0.15438208013506646,0.048717123965816976,0.8490354380388832,0.10224743799529992,0.048717123965816976,0.9397312647092777,0.011551611324905385,0.04871712396581698,0.951282876034183,0.0,0.048717123965816976,0.7543953912466185,0.19688748478756452,0.048717123965816976,0.6028034279636916,0.3484794480704914,0.04871712396581699,0.8790419952771465,0.0722408807570365,0.048717123965816976,0.9071163579797528,0.044166518054430184,0.048717123965816976,0.9317119783107489,0.019570897723434053,0.048717123965816976,0.951282876034183,0.048717123965816976
28,0.732605738961977,0.20463006638274986,0.06276419465527298,0.5073600060885755,0.4298757992561515,0.06276419465527298,0.8615519623779359,0.07568384296679112,0.06276419465527298,0.7921050828241953,0.14513072252053164,0.062764194655273,0.9171481036206162,0.020087701724110892,0.062764194655273,0.9294779746535387,0.007757830691188334,0.06276419465527298,0.6136243582696591,0.32361144707506795,0.06276419465527301,0.5785398835861004,0.3586959217586265,0.062764194655273,0.8539212687585688,0.08331453658615812,0.06276419465527298,0.8900882547988936,0.047147550545833354,0.062764194655273,0.937235805344727,0.0,0.06276419465527298,0.937235805344727,0.06276419465527298
29,0.7343502387530431,0.21719593484549526,0.04845382640146163,0.5321414110149559,0.4194047625835823,0.04845382640146164,0.8163810573900124,0.13516511620852587,0.048453826401461626,0.8135608106969758,0.13798536290156244,0.04845382640146164,0.8591158629924784,0.09243031060605988,0.048453826401461626,0.9515461735985383,0.0,0.04845382640146164,0.7050761248655153,0.24647004873302297,0.04845382640146165,0.4879960803280236,0.4635500932705147,0.04845382640146165,0.852787896417773,0.09875827718076531,0.048453826401461626,0.9157932107443595,0.0357529628541788,0.04845382640146163,0.9515461735985383,0.0,0.04845382640146164,0.9515461735985383,0.04845382640146164
30,0.7211456305768599,0.2499269610328688,0.028927408390271366,0.5459330413153018,0.4251395502944269,0.028927408390271355,0.902353800006185,0.06871879160354372,0.028927408390271362,0.8437065316951535,0.12736605991457509,0.028927408390271355,0.958352081804554,0.01272050980517473,0.028927408390271355,0.9530259795873361,0.018046612022392466,0.028927408390271355,0.7350094117140691,0.2360631798956596,0.028927408390271355,0.6519870822232828,0.31908550938644586,0.028927408390271362,0.8365799672765898,0.13449262433313902,0.028927408390271362,0.8724670521380637,0.0986055394716649,0.028927408390271355,0.9620815720033632,0.00899101960636553,0.028927408390271355,0.9710725916097287,0.02892740839027136
31,0.690293313848764,0.24564985020891253,0.06405683594232338,0.5150524096986839,0.42089075435899265,0.06405683594232335,0.7966858514739366,0.13925731258374002,0.06405683594232335,0.789346926653752,0.14659623740392472,0.06405683594232336,0.9151456465720545,0.020797517485622162,0.06405683594232335,0.9287491997260359,0.007193964331640715,0.06405683594232335,0.7128927950815926,0.22305036897608396,0.06405683594232338,0.5643737611620961,0.37156940289558044,0.06405683594232336,0.8559963004829216,0.07994686357475497,0.06405683594232335,0.8892782228230101,0.04666494123466659,0.06405683594232336,0.9359431640576766,0.0,0.06405683594232335,0.9359431640576766,0.06405683594232335
32,0.638609470196937,0.28493136369469885,0.07645916610836408,0.509568419818529,0.4139724140731069,0.07645916610836409,0.8416208587653671,0.08191997512626882,0.07645916610836406,0.8352169439327733,0.08832388995886259,0.07645916610836405,0.871056463764811,0.052484370126824866,0.07645916610836405,0.9235408338916359,0.0,0.07645916610836406,0.6446892417799034,0.27885159211173244,0.07645916610836408,0.6089977997891556,0.31454303410248025,0.07645916610836408,0.8704072547608567,0.053133579130779186,0.07645916610836405,0.8500729146164473,0.07346791927518864,0.07645916610836405,0.9050811460713745,0.018459687820261427,0.07645916610836405,0.9235408338916359,0.07645916610836406
33,0.7222113031770601,0.2367405466617733,0.04104815016116652,0.5790141593509005,0.379937690487933,0.04104815016116653,0.8271579195432809,0.13179393029555256,0.04104815016116652,0.7904622795750273,0.1684895702638061,0.04104815016116653,0.8913122292709629,0.0676396205678706,0.04104815016116652,0.9487648760895956,0.010186973749237816,0.041048150161166516,0.7201267373611314,0.23882511247770205,0.04104815016116652,0.5801332904742241,0.37881855936460934,0.04104815016116653,0.8955967166917886,0.06335513314704479,0.041048150161166516,0.8866630261195718,0.07228882371926172,0.04104815016116652,0.9546432430578311,0.004308606781002324,0.041048150161166516,0.9589518498388334,0.041048150161166516
34,0.7444663781029573,0.20616180217537192,0.04937181972167075,0.5340409210268964,0.416587259251433,0.049371819721670755,0.8311024048545521,0.11952577542377717,0.049371819721670734,0.7901766832499068,0.16045149702842249,0.04937181972167074,0.9272834036748173,0.023344776603512033,0.049371819721670734,0.9398519800561331,0.010776200222196233,0.04937181972167072,0.6279759410778184,0.3226522392005109,0.04937181972167074,0.5417889046331961,0.4088392756451332,0.04937181972167075,0.9028508024376443,0.04777737784068501,0.04937181972167073,0.9144471719889694,0.036181008289359946,0.049371819721670734,0.9506281802783293,0.0,0.04937181972167072,0.9506281802783293,0.04937181972167072
35,0.6778561030360841,0.2711595723130755,0.0509843246508403,0.5617537452711571,0.3872619300780026,0.05098432465084029,0.8295450401003149,0.11947063524884473,0.05098432465084032,0.8196455192643699,0.12937015608478974,0.05098432465084032,0.9132427886732877,0.035772886675872,0.050984324650840296,0.9490156753491596,0.0,0.05098432465084031,0.6450499525807226,0.3039657227684371,0.05098432465084029,0.5640478868272276,0.38496778852193203,0.05098432465084028,0.8361079645972841,0.11290771075187557,0.05098432465084032,0.8900309923202286,0.058984683028931055,0.05098432465084031,0.9466769855391314,0.0023386898100282625,0.05098432465084031,0.9490156753491596,0.05098432465084031
36,0.7979630919030901,0.17586610757558457,0.026170800521325262,0.514655037585415,0.4591741618932597,0.02617080052132525,0.9043082931129197,0.06952090636575496,0.026170800521325255,0.8140012937312371,0.15982790574743763,0.026170800521325255,0.9169058960142937,0.056923303464380966,0.026170800521325262,0.9706247390116385,0.003204460467036267,0.026170800521325255,0.7657740174079274,0.20805518207074736,0.026170800521325255,0.5766964274626668,0.397132772016008,0.026170800521325255,0.9027099165620631,0.0711192829166116,0.026170800521325262,0.9490252929551191,0.024803906523555592,0.026170800521325262,0.9666259238789837,0.007203275599690893,0.026170800521325262,0.9738291994786746,0.026170800521325262
37,0.7628399651270332,0.15659680838526224,0.08056322648770448,0.4650383560214769,0.45439841749081866,0.0805632264877045,0.8321177108532845,0.08731906265901113,0.08056322648770448,0.8690500996589721,0.050386673853323585,0.08056322648770449,0.8930814121848228,0.026355361327472744,0.08056322648770449,0.9157886379489032,0.003648135563392266,0.08056322648770449,0.6453177242211665,0.2741190492911292,0.0805632264877045,0.49285591278925794,0.4265808607230376,0.08056322648770449,0.8612161441404959,0.05822062937179982,0.08056322648770449,0.857284373485031,0.06215240002726469,0.08056322648770449,0.9194367735122956,0.0,0.08056322648770449,0.9194367735122956,0.08056322648770449
38,0.7556003740313509,0.23200098414659293,0.012398641822056106,0.5577935853107918,0.42980777286715216,0.012398641822056113,0.785302534267975,0.20229882390996884,0.012398641822056107,0.8029157430960454,0.18468561508189854,0.012398641822056107,0.932235173755508,0.055366184422435946,0.012398641822056107,0.979228951862846,0.008372406315097992,0.012398641822056107,0.7009040223587742,0.2866973358191696,0.012398641822056107,0.5771710649865884,0.41043029319135543,0.012398641822056107,0.9079018079649039,0.07969955021303994,0.012398641822056107,0.9359135834956893,0.05168777468225463,0.012398641822056107,0.9876013581779439,0.0,0.012398641822056106,0.9876013581779439,0.012398641822056106
39,0.7583510224541194,0.16461840164776348,0.07703057589811702,0.4855789518906903,0.4373904722111927,0.07703057589811702,0.7084206476256217,0.21454877647626128,0.07703057589811702,0.8247725336622417,0.0981968904396413,0.07703057589811702,0.8619632451629365,0.06100617893894658,0.07703057589811703,0.9201329834304799,0.0028364406714031674,0.07703057589811703,0.5910823294972963,0.33188709460458654,0.077030575898117,0.5391726393029881,0.38379678479889495,0.07703057589811702,0.8574304728044236,0.06553895129745939,0.07703057589811703,0.8401552894216908,0.08281413468019229,0.07703057589811703,0.9229694241018831,0.0,0.07703057589811703,0.9229694241018831,0.07703057589811703
40,0.661259995800979,0.25420921371959315,0.0845307904794279,0.5875568021349549,0.32791240738561733,0.08453079047942788,0.864185277919784,0.05128393160078831,0.08453079047942788,0.7899057707639546,0.12556343875661757,0.0845307904794279,0.8501899949937847,0.06527921452678744,0.08453079047942788,0.9123364565683604,0.0031327529522118644,0.08453079047942788,0.6512445989576564,0.2642246105629158,0.0845307904794279,0.5003372142611215,0.4151319952594506,0.08453079047942788,0.8134060876614475,0.10206312185912468,0.0845307904794279,0.8516924833966717,0.0637767261239004,0.0845307904794279,0.9154692095205722,0.0,0.08453079047942788,0.9154692095205722,0.08453079047942788
41,0.772079149825806,0.20811381248916752,0.0198070376850265,0.49255513830887376,0.48763782400609973,0.0198070376850265,0.9168569454958725,0.06333601681910106,0.019807037685026497,0.8879941557255646,0.09219880658940902,0.0198070376850265,0.9282260917135143,0.051966870601459145,0.0198070376850265,0.9801929623149735,0.0,0.01980703768502649,0.647560308396716,0.3326326539182576,0.019807037685026497,0.5700164083324264,0.4101765539825471,0.0198070376850265,0.8851658252240805,0.09502713709089305,0.0198070376850265,0.8583124264350099,0.1218805358799637,0.019807037685026497,0.9801929623149735,0.0,0.01980703768502649,0.9801929623149735,0.01980703768502649
42,0.7992193498739103,0.13403728878394836,0.06674336134214133,0.5583182201580427,0.374938418499816,0.06674336134214136,0.7968654549716386,0.13639118368622008,0.06674336134214134,0.8162100124275274,0.11704662623033109,0.06674336134214134,0.9074018408615651,0.025854797796293575,0.06674336134214134,0.9174435434948174,0.015813095163041132,0.06674336134214134,0.6705421997100411,0.2627144389478175,0.06674336134214133,0.5712148443827004,0.3620417942751582,0.06674336134214136,0.8387931032616376,0.09446353539622096,0.06674336134214133,0.8529600132081243,0.08029662544973445,0.06674336134214133,0.9320332025297781,0.001223436128080504,0.06674336134214136,0.9332566386578586,0.06674336134214137
43,0.759497155932718,0.18462575036376505,0.055877093703516865,0.5122428267935583,0.43188007950292484,0.05587709370351685,0.8512032730726835,0.09291963322379962,0.05587709370351685,0.8378102281704224,0.1063126781260607,0.05587709370351687,0.8940518540066438,0.0500710522898393,0.05587709370351685,0.9363080009061464,0.007814905390336633,0.05587709370351685,0.6743878705722121,0.269735035724271,0.05587709370351685,0.5515085111927336,0.3926143951037496,0.05587709370351685,0.8267517754001501,0.11737113089633294,0.05587709370351685,0.8415320643121301,0.10259084198435289,0.05587709370351685,0.9441229062964831,0.0,0.055877093703516865,0.9441229062964831,0.055877093703516865
44,0.7697626279207863,0.17119662646041056,0.05904074561880317,0.5715282845842338,0.3694309697969631,0.05904074561880319,0.8031187109937955,0.1378405433874014,0.05904074561880318,0.8110449127268728,0.129914341654324,0.05904074561880317,0.8982569047150138,0.042702349666182866,0.05904074561880317,0.9409592543811969,0.0,0.05904074561880318,0.623826873433732,0.3171323809474649,0.05904074561880319,0.5070647971105232,0.43389445727067366,0.05904074561880319,0.8707710720825866,0.07018818229861024,0.05904074561880318,0.8084465179289148,0.1325127364522821,0.05904074561880318,0.9409592543811969,0.0,0.05904074561880318,0.9409592543811969,0.05904074561880318
45,0.7551888016819732,0.21108481974944543,0.03372637856858119,0.5820338740723461,0.3842397473590726,0.03372637856858117,0.8479579639115895,0.11831565751982927,0.03372637856858119,0.7809112859491318,0.18536233548228706,0.03372637856858119,0.906658354665559,0.05961526676585987,0.033726378568581204,0.9593302786280825,0.006943342803336324,0.033726378568581204,0.6224789381327915,0.34379468329862733,0.03372637856858119,0.442846071107981,0.5234275503234379,0.033726378568581176,0.8776714820594608,0.08860213937195816,0.03372637856858119,0.9020631270588528,0.0642104943725659,0.033726378568581204,0.9576638425973322,0.00860977883408658,0.033726378568581204,0.9662736214314189,0.033726378568581204
46,0.8100315321565936,0.16975545643707524,0.020213011406331183,0.6416038534474544,0.3381831351462145,0.020213011406331183,0.8402023740355493,0.13958461455811957,0.020213011406331183,0.8438694212354803,0.1359175673581887,0.020213011406331187,0.9504592068904402,0.029327781703228636,0.020213011406331183,0.9797869885936689,0.0,0.020213011406331183,0.6695354107523759,0.310251577841293,0.020213011406331187,0.49156215798352326,0.48822483061014554,0.020213011406331183,0.8622772117471098,0.11750977684655912,0.020213011406331183,0.9012508419138411,0.07853614667982785,0.020213011406331183,0.975417699723769,0.004369288869899893,0.020213011406331177,0.9797869885936689,0.020213011406331183
47,0.752034390494075,0.21545233296317542,0.03251327654274958,0.5632947454659932,0.40419197799125717,0.032513276542749575,0.8445912216441216,0.12289550181312886,0.03251327654274959,0.77987580631196,0.18761091714529043,0.03251327654274959,0.9107440565997409,0.05674266685750952,0.03251327654274959,0.9674867234572504,0.0,0.03251327654274959,0.6890009384950705,0.27848578496217985,0.032513276542749575,0.541050371349049,0.42643635210820136,0.03251327654274957,0.8880348355031582,0.07945188795409228,0.03251327654274959,0.8960343906446917,0.07145233281255862,0.032513276542749596,0.9674867234572504,0.0,0.03251327654274959,0.9674867234572504,0.03251327654274959
48,0.7088324812108983,0.26019719591899443,0.030970322870107335,0.5047113085339424,0.4643183685959502,0.030970322870107352,0.7557504289830679,0.21327924814682472,0.030970322870107335,0.7868421181276157,0.18218755900227698,0.030970322870107342,0.8914232221253873,0.07760645500450532,0.03097032287010734,0.9662963124740379,0.0027333646558547475,0.030970322870107345,0.6548249942026987,0.31420468292719406,0.030970322870107342,0.5339635247888526,0.43506615234104007,0.030970322870107352,0.8551580962934507,0.11387158083644199,0.030970322870107356,0.8378359155494438,0.1311937615804488,0.030970322870107342,0.9653658274717836,0.003663849658109149,0.030970322870107345,0.9690296771298926,0.030970322870107345
